Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome_scaled,Attrition_encoded,Income_per_Year,Tenure_Ratio
29.0,No,Travel_Rarely,469,Sales,10,3,Medical,1,1650,3,Male,42,2,2,Sales Executive,3,Single,5869.0,23413,9,Y,No,11,3,3,80,0,8,2,3,5,2,1,4,0.16283817754250327,0,652.1111111111111,0.5555555555555556
36.0,No,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1,1651,2,Female,42,3,3,Healthcare Representative,1,Married,8008.0,22792,4,Y,No,12,3,3,80,2,9,6,3,3,2,0,2,0.8544901013191866,0,800.8,0.3
25.0,No,Travel_Frequently,772,Research & Development,2,1,Life Sciences,1,1653,4,Male,77,4,2,Manufacturing Director,3,Divorced,5206.0,4973,1,Y,No,17,3,3,80,2,7,6,3,7,7,0,7,-0.0515448170642948,0,650.75,0.875
39.0,No,Travel_Rarely,492,Research & Development,12,3,Medical,1,1654,4,Male,66,3,2,Manufacturing Director,2,Married,5295.0,7693,4,Y,No,21,4,3,80,0,7,3,3,5,4,1,0,-0.022766406023563234,0,661.875,0.625
50.0,No,Travel_Rarely,813,Research & Development,17,5,Life Sciences,1,1656,4,Female,50,2,3,Research Director,1,Divorced,13269.0,21981,5,Y,No,15,3,3,80,3,19,3,3,14,11,1,11,2.555649882052768,0,663.45,0.7
20.0,No,Travel_Rarely,1141,Sales,2,3,Medical,1,1657,3,Female,31,3,1,Sales Representative,3,Single,2783.0,13251,1,Y,No,19,3,1,80,0,2,3,3,2,2,2,2,-0.8350289738248856,0,927.6666666666666,0.6666666666666666
34.0,No,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,1,1658,4,Female,66,3,2,Research Scientist,2,Divorced,5433.0,19332,1,Y,No,12,3,3,80,1,11,2,3,11,8,7,9,0.02185629873622279,0,452.75,0.9166666666666666
36.0,No,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,1659,1,Male,77,3,1,Laboratory Technician,2,Single,2013.0,10950,2,Y,No,11,3,3,80,0,15,4,3,4,3,1,3,-1.08401073226717,0,125.8125,0.25
49.0,No,Travel_Rarely,465,Research & Development,6,1,Life Sciences,1,1661,3,Female,41,2,4,Healthcare Representative,3,Married,13966.0,11652,2,Y,Yes,19,3,2,80,1,30,3,3,15,11,2,12,2.7810268763829917,0,450.51612903225805,0.4838709677419355
36.0,No,Non-Travel,894,Research & Development,1,4,Medical,1,1662,4,Female,33,2,2,Manufacturing Director,3,Married,4374.0,15411,0,Y,No,15,3,3,80,0,4,6,3,3,2,1,2,-0.32057445735517864,0,874.8,0.6
36.0,No,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,1,1664,4,Male,79,4,2,Healthcare Representative,1,Divorced,6842.0,26308,6,Y,No,20,4,1,80,1,13,3,3,5,4,0,4,0.4774605813922989,0,488.7142857142857,0.35714285714285715
35.0,Yes,Travel_Frequently,880,Sales,12,4,Other,1,1667,4,Male,36,3,2,Sales Executive,4,Single,4581.0,10414,3,Y,Yes,24,4,1,80,0,13,2,4,11,9,6,7,-0.2536404002154996,1,327.2142857142857,0.7857142857142857
38.0,No,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,1,1668,4,Male,90,3,2,Research Scientist,4,Married,4735.0,9867,7,Y,No,15,3,4,80,2,19,4,4,13,11,2,9,-0.20384404852704274,0,236.75,0.65
29.0,No,Travel_Rarely,991,Sales,5,3,Medical,1,1669,1,Male,43,2,2,Sales Executive,2,Divorced,4187.0,3356,1,Y,Yes,13,3,2,80,1,10,3,2,10,0,0,9,-0.3810414558340191,0,380.6363636363636,0.9090909090909091
33.0,No,Travel_Rarely,392,Sales,2,4,Medical,1,1670,4,Male,93,3,2,Sales Executive,4,Divorced,5505.0,3921,1,Y,No,14,3,3,80,2,6,5,3,6,2,0,4,0.04513770991524158,0,786.4285714285714,0.8571428571428571
32.0,No,Travel_Rarely,977,Research & Development,2,3,Medical,1,1671,4,Male,45,3,2,Research Scientist,2,Divorced,5470.0,25518,0,Y,No,13,3,3,80,2,10,4,2,9,5,1,6,0.033820357258774116,0,497.27272727272725,0.8181818181818182
31.0,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,1673,1,Female,67,3,2,Sales Executive,4,Married,5476.0,22589,1,Y,No,11,3,1,80,2,10,2,3,10,0,0,2,0.03576047485702568,0,497.8181818181818,0.9090909090909091
49.0,No,Travel_Rarely,464,Research & Development,16,3,Medical,1,1674,4,Female,74,3,1,Laboratory Technician,1,Divorced,2587.0,24941,4,Y,Yes,16,3,2,80,1,17,2,2,2,2,2,2,-0.8984061487011035,0,143.72222222222223,0.1111111111111111
38.0,No,Travel_Frequently,148,Research & Development,2,3,Medical,1,1675,4,Female,42,2,1,Laboratory Technician,2,Single,2440.0,23826,1,Y,No,22,4,2,80,0,4,3,3,4,3,3,3,-0.9459390298582668,0,488.0,0.8
49.0,No,Travel_Rarely,809,Research & Development,1,3,Life Sciences,1,1677,3,Male,36,3,4,Manager,3,Single,15379.0,22384,4,Y,No,14,3,1,80,0,23,2,3,8,7,0,0,3.2379245707712356,0,640.7916666666666,0.3333333333333333
41.0,No,Travel_Rarely,1206,Sales,23,2,Life Sciences,1,1678,4,Male,80,3,3,Sales Executive,3,Single,7082.0,11591,3,Y,Yes,16,3,4,80,0,21,2,3,2,0,0,2,0.5550652853223615,0,321.90909090909093,0.09090909090909091
20.0,No,Travel_Rarely,727,Sales,9,1,Life Sciences,1,1680,4,Male,54,3,1,Sales Representative,1,Single,2728.0,21082,1,Y,No,11,3,1,80,0,2,3,3,2,2,0,2,-0.8528133851421916,0,909.3333333333334,0.6666666666666666
33.0,No,Non-Travel,530,Sales,16,3,Life Sciences,1,1681,3,Female,36,3,2,Sales Executive,4,Divorced,5368.0,16130,1,Y,Yes,25,4,3,80,1,7,2,3,6,5,1,2,0.0008383580884974893,0,671.0,0.75
36.0,No,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,1682,1,Male,80,3,2,Healthcare Representative,3,Married,5347.0,7419,6,Y,No,14,3,2,80,2,10,2,2,3,2,0,2,-0.005952053505382992,0,486.09090909090907,0.2727272727272727
44.0,No,Travel_Rarely,528,Human Resources,1,3,Life Sciences,1,1683,3,Female,44,3,1,Human Resources,4,Divorced,3195.0,4167,4,Y,Yes,18,3,1,80,3,8,2,3,2,2,2,2,-0.7018075654116114,0,355.0,0.2222222222222222
23.0,Yes,Travel_Rarely,1320,Research & Development,8,1,Medical,1,1684,4,Male,93,2,1,Laboratory Technician,3,Single,3989.0,20586,1,Y,Yes,11,3,1,80,0,5,2,3,5,4,1,2,-0.4450653365763208,1,664.8333333333334,0.8333333333333334
38.0,No,Travel_Rarely,1495,Research & Development,4,2,Medical,1,1687,4,Female,87,3,1,Laboratory Technician,3,Married,3306.0,26176,7,Y,No,19,3,4,80,1,7,5,2,0,0,0,0,-0.6659153898439574,0,413.25,0.0
53.0,No,Travel_Rarely,1395,Research & Development,24,4,Medical,1,1689,2,Male,48,4,3,Healthcare Representative,4,Married,7005.0,3458,3,Y,No,15,3,3,80,0,11,2,3,4,3,1,2,0.5301671094781332,0,583.75,0.3333333333333333
48.0,Yes,Travel_Frequently,708,Sales,7,2,Medical,1,1691,4,Female,95,3,1,Sales Representative,3,Married,2655.0,11740,2,Y,Yes,11,3,3,80,2,19,3,3,9,7,7,7,-0.8764181492542523,1,132.75,0.45
32.0,Yes,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,1,1692,4,Male,95,3,1,Laboratory Technician,2,Single,1393.0,24852,1,Y,No,12,3,1,80,0,1,2,3,1,0,0,0,-1.284489550753165,1,696.5,0.5
26.0,No,Non-Travel,786,Research & Development,7,3,Medical,1,1693,4,Male,76,3,1,Laboratory Technician,4,Single,2570.0,11925,1,Y,No,20,4,3,80,0,7,5,3,7,7,5,7,-0.9039031485628162,0,321.25,0.875
55.0,No,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,1694,1,Male,94,2,1,Research Scientist,2,Divorced,3537.0,23737,5,Y,No,12,3,4,80,1,8,1,3,4,2,1,2,-0.5912208623112721,0,393.0,0.4444444444444444
34.0,No,Travel_Rarely,1157,Research & Development,5,2,Medical,1,1696,2,Male,57,2,2,Laboratory Technician,4,Married,3986.0,11912,1,Y,No,14,3,3,80,1,15,3,4,15,10,4,13,-0.44603539537544656,0,249.125,0.9375
60.0,No,Travel_Rarely,370,Research & Development,1,4,Medical,1,1697,3,Male,92,1,3,Healthcare Representative,4,Divorced,10883.0,20467,3,Y,No,20,4,3,80,1,19,2,4,1,0,0,0,1.7841297838147288,0,544.15,0.05
33.0,No,Travel_Rarely,267,Research & Development,21,3,Medical,1,1698,2,Male,79,4,1,Laboratory Technician,2,Married,2028.0,13637,1,Y,No,18,3,4,80,3,14,6,3,14,11,2,13,-1.079160438271541,0,135.2,0.9333333333333333
37.0,No,Travel_Frequently,1278,Sales,1,4,Medical,1,1700,3,Male,31,1,2,Sales Executive,4,Divorced,9525.0,7677,1,Y,No,14,3,3,80,2,6,2,2,6,3,1,3,1.3450165007437909,0,1360.7142857142858,0.8571428571428571
34.0,No,Travel_Rarely,678,Research & Development,19,3,Life Sciences,1,1701,2,Female,35,2,1,Research Scientist,4,Married,2929.0,20338,1,Y,No,12,3,2,80,0,10,3,3,10,9,8,7,-0.7878194456007641,0,266.27272727272725,0.9090909090909091
23.0,Yes,Travel_Rarely,427,Sales,7,3,Life Sciences,1,1702,3,Male,99,3,1,Sales Representative,4,Divorced,2275.0,25103,1,Y,Yes,21,4,2,80,1,3,2,3,3,2,0,2,-0.9992922638101849,1,568.75,0.75
44.0,No,Travel_Rarely,921,Research & Development,2,3,Life Sciences,1,1703,3,Female,96,4,3,Healthcare Representative,4,Married,7879.0,14810,1,Y,Yes,19,3,2,80,1,9,2,3,8,7,6,7,0.8127775729567779,0,787.9,0.8
35.0,No,Travel_Frequently,146,Research & Development,2,4,Medical,1,1704,1,Male,79,2,1,Research Scientist,4,Single,4930.0,13970,0,Y,Yes,14,3,3,80,0,6,2,4,5,4,1,4,-0.14079022658386683,0,704.2857142857143,0.7142857142857143
43.0,No,Travel_Rarely,1179,Sales,2,3,Medical,1,1706,4,Male,73,3,2,Sales Executive,4,Married,7847.0,6069,1,Y,Yes,17,3,1,80,1,10,3,3,10,9,8,8,0.8024302790994362,0,713.3636363636364,0.9090909090909091
24.0,No,Travel_Rarely,581,Research & Development,9,3,Medical,1,1707,3,Male,62,4,1,Research Scientist,3,Married,4401.0,17616,1,Y,No,16,3,4,80,1,5,1,3,5,3,0,4,-0.31184392816304657,0,733.5,0.8333333333333334
41.0,No,Travel_Rarely,918,Sales,6,3,Marketing,1,1708,4,Male,35,3,3,Sales Executive,3,Single,9241.0,15869,1,Y,No,12,3,2,80,0,10,3,3,10,8,8,7,1.2531842677598835,0,840.0909090909091,0.9090909090909091
29.0,No,Travel_Rarely,1082,Research & Development,9,4,Medical,1,1709,4,Female,43,3,1,Laboratory Technician,3,Married,2974.0,25412,9,Y,No,17,3,3,80,1,9,2,3,5,3,1,2,-0.7732685636138774,0,297.4,0.5
36.0,No,Travel_Rarely,530,Sales,2,4,Life Sciences,1,1710,3,Female,51,3,2,Sales Representative,4,Single,4502.0,7439,3,Y,No,15,3,3,80,0,17,2,2,13,7,6,7,-0.2791852819258119,0,250.11111111111111,0.7222222222222222
45.0,No,Non-Travel,1238,Research & Development,1,1,Life Sciences,1,1712,3,Male,74,2,3,Healthcare Representative,3,Married,10748.0,3395,3,Y,No,23,4,4,80,1,25,3,2,23,15,14,4,1.7404771378540684,0,413.38461538461536,0.8846153846153846
24.0,Yes,Travel_Rarely,240,Human Resources,22,1,Human Resources,1,1714,4,Male,58,1,1,Human Resources,3,Married,4903.5,11585,1,Y,No,11,3,3,80,1,1,2,3,1,0,0,0,-0.14935907930947792,1,2451.75,0.5
47.0,Yes,Travel_Frequently,1093,Sales,9,3,Life Sciences,1,1716,3,Male,82,1,4,Sales Executive,3,Married,12936.0,24164,7,Y,No,11,3,3,80,0,25,3,1,23,5,14,10,2.447973355349806,1,497.53846153846155,0.8846153846153846
26.0,No,Travel_Rarely,390,Research & Development,17,4,Medical,1,1718,4,Male,62,1,1,Laboratory Technician,3,Married,2305.0,6217,1,Y,No,15,3,3,80,3,3,3,4,3,2,0,2,-0.989591675818927,0,576.25,0.75
32.0,No,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,1720,1,Male,56,3,1,Research Scientist,3,Married,3433.0,17360,6,Y,No,13,3,1,80,1,10,3,2,5,2,1,3,-0.6248495673476326,0,312.09090909090907,0.45454545454545453
31.0,No,Travel_Rarely,741,Research & Development,2,4,Life Sciences,1,1721,2,Male,69,3,1,Laboratory Technician,3,Married,3477.0,18103,1,Y,No,14,3,4,80,1,6,2,4,5,2,0,3,-0.6106220382937878,0,496.7142857142857,0.7142857142857143
41.0,No,Non-Travel,552,Human Resources,4,3,Human Resources,1,1722,3,Male,60,1,2,Human Resources,2,Married,6430.0,20794,6,Y,No,19,3,2,80,1,10,4,3,3,2,1,2,0.3442391729790247,0,584.5454545454545,0.2727272727272727
40.0,No,Travel_Rarely,369,Research & Development,8,2,Life Sciences,1,1724,2,Female,92,3,2,Manufacturing Director,1,Married,6516.0,5041,2,Y,Yes,16,3,2,80,1,18,3,3,1,0,0,0,0.3720475252206305,0,342.94736842105266,0.05263157894736842
24.0,No,Travel_Rarely,506,Research & Development,29,1,Medical,1,1725,2,Male,91,3,1,Laboratory Technician,1,Divorced,3907.0,3622,1,Y,No,13,3,2,80,3,6,2,4,6,2,1,2,-0.4715802770857589,0,558.1428571428571,0.8571428571428571
46.0,No,Travel_Rarely,717,Research & Development,13,4,Life Sciences,1,1727,3,Male,34,3,2,Healthcare Representative,2,Single,5562.0,9697,6,Y,No,14,3,4,80,0,19,3,3,10,7,0,9,0.06356882709863146,0,278.1,0.5
35.0,No,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,1,1728,4,Male,49,3,2,Manufacturing Director,3,Married,6883.0,5151,2,Y,No,16,3,2,80,1,17,3,3,7,7,0,7,0.4907180516470179,0,382.3888888888889,0.3888888888888889
30.0,No,Travel_Rarely,793,Research & Development,16,1,Life Sciences,1,1729,2,Male,33,3,1,Research Scientist,4,Married,2862.0,3811,1,Y,No,12,3,2,80,1,10,2,2,10,0,0,8,-0.8094840921145733,0,260.1818181818182,0.9090909090909091
47.0,No,Non-Travel,543,Sales,2,4,Marketing,1,1731,3,Male,87,3,2,Sales Executive,2,Married,4978.0,3536,7,Y,No,11,3,4,80,1,4,3,1,1,0,0,0,-0.12526928579785432,0,995.6,0.2
46.0,No,Travel_Rarely,1277,Sales,2,3,Life Sciences,1,1732,3,Male,74,3,3,Sales Executive,4,Divorced,10368.0,5596,4,Y,Yes,12,3,2,80,1,13,5,2,10,6,0,3,1.617603023298136,0,740.5714285714286,0.7142857142857143
36.0,Yes,Travel_Rarely,1456,Sales,13,5,Marketing,1,1733,2,Male,96,2,2,Sales Executive,1,Divorced,4903.5,8658,5,Y,Yes,13,3,2,80,3,16,3,3,2,2,2,2,-0.14935907930947792,1,288.44117647058823,0.11764705882352941
32.0,Yes,Travel_Rarely,964,Sales,1,2,Life Sciences,1,1734,1,Male,34,1,2,Sales Executive,2,Single,6735.0,12147,6,Y,No,15,3,2,80,0,10,2,3,0,0,0,0,0.44286181755681264,1,612.2727272727273,0.0
23.0,No,Travel_Rarely,160,Research & Development,4,1,Medical,1,1735,3,Female,51,3,1,Laboratory Technician,2,Single,3295.0,12862,1,Y,No,13,3,3,80,0,3,3,1,3,2,1,2,-0.6694722721074187,0,823.75,0.75
31.0,No,Travel_Frequently,163,Research & Development,24,1,Technical Degree,1,1736,4,Female,30,3,2,Manufacturing Director,4,Single,5238.0,6670,2,Y,No,20,4,4,80,0,9,3,2,5,4,1,4,-0.041197523206953114,0,523.8,0.5
39.0,No,Non-Travel,792,Research & Development,1,3,Life Sciences,1,1737,4,Male,77,3,2,Laboratory Technician,4,Married,6472.0,8989,1,Y,Yes,15,3,4,80,1,9,2,3,9,8,5,8,0.35781999616678567,0,647.2,0.9
32.0,No,Travel_Rarely,371,Research & Development,19,3,Life Sciences,1,1739,4,Male,80,1,3,Sales Executive,3,Married,9610.0,3840,3,Y,No,13,3,3,80,1,10,2,1,4,3,0,2,1.3725015000523548,0,873.6363636363636,0.36363636363636365
45.0,No,Travel_Rarely,176,Human Resources,4,3,Life Sciences,1,1744,3,Female,56,1,3,Human Resources,3,Married,9756.0,6595,4,Y,No,21,4,3,80,2,9,2,4,5,0,0,3,1.4197110282764762,0,975.6,0.5
30.0,No,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,1,1745,4,Female,78,2,1,Research Scientist,1,Single,4903.5,26427,0,Y,No,16,3,4,80,0,10,2,3,9,7,0,7,-0.14935907930947792,0,445.77272727272725,0.8181818181818182
24.0,No,Travel_Frequently,897,Human Resources,10,3,Medical,1,1746,1,Male,59,3,1,Human Resources,4,Married,2145.0,2097,0,Y,No,14,3,4,80,1,3,2,3,2,2,2,1,-1.0413281451056355,0,536.25,0.5
30.0,Yes,Travel_Frequently,600,Human Resources,8,3,Human Resources,1,1747,3,Female,66,2,1,Human Resources,4,Divorced,2180.0,9732,6,Y,No,11,3,3,80,1,6,0,2,4,2,1,2,-1.030010792449168,1,311.42857142857144,0.5714285714285714
31.0,No,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,1749,1,Male,51,3,2,Sales Executive,3,Married,8346.0,20943,1,Y,No,19,3,3,80,1,6,3,3,5,2,0,2,0.9637833926873581,0,1192.2857142857142,0.7142857142857143
27.0,No,Travel_Rarely,1054,Research & Development,8,3,Medical,1,1751,3,Female,67,3,1,Research Scientist,4,Single,3445.0,6152,1,Y,No,11,3,3,80,0,6,5,2,6,2,1,4,-0.6209693321511295,0,492.14285714285717,0.8571428571428571
29.0,Yes,Travel_Rarely,428,Sales,9,3,Marketing,1,1752,2,Female,52,1,1,Sales Representative,2,Single,2760.0,14630,1,Y,No,13,3,3,80,0,2,3,3,2,2,2,2,-0.84246609128485,1,920.0,0.6666666666666666
29.0,No,Travel_Frequently,461,Research & Development,1,3,Life Sciences,1,1753,4,Male,70,4,2,Healthcare Representative,3,Single,4903.5,23060,8,Y,Yes,12,3,4,80,0,10,5,4,3,2,0,2,-0.14935907930947792,0,445.77272727272725,0.2727272727272727
30.0,No,Travel_Rarely,979,Sales,15,2,Marketing,1,1754,3,Male,94,2,3,Sales Executive,1,Divorced,7140.0,3088,2,Y,No,11,3,1,80,1,12,2,3,7,7,1,7,0.5738197554387934,0,549.2307692307693,0.5384615384615384
34.0,No,Travel_Rarely,181,Research & Development,2,4,Medical,1,1755,4,Male,97,4,1,Research Scientist,4,Married,2932.0,5586,0,Y,Yes,14,3,1,80,3,6,3,3,5,0,1,2,-0.7868493868016384,0,418.85714285714283,0.7142857142857143
33.0,No,Non-Travel,1283,Sales,2,3,Marketing,1,1756,4,Female,62,3,2,Sales Executive,2,Single,5147.0,10697,8,Y,No,15,3,4,80,0,13,2,2,11,7,1,7,-0.07062264011376854,0,367.64285714285717,0.7857142857142857
49.0,No,Travel_Rarely,1313,Sales,11,4,Marketing,1,1757,4,Female,80,3,2,Sales Executive,4,Single,4507.0,8191,3,Y,No,12,3,3,80,0,8,1,4,5,1,0,4,-0.2775685172606023,0,500.77777777777777,0.5555555555555556
33.0,Yes,Travel_Rarely,211,Sales,16,3,Life Sciences,1,1758,1,Female,74,3,3,Sales Executive,1,Single,8564.0,10092,2,Y,Yes,20,4,3,80,0,11,2,2,0,0,0,0,1.0342743320904983,1,713.6666666666666,0.0
38.0,No,Travel_Frequently,594,Research & Development,2,2,Medical,1,1760,3,Female,75,2,1,Laboratory Technician,2,Married,2468.0,15963,4,Y,No,14,3,2,80,1,9,4,2,6,1,0,5,-0.9368851477330928,0,246.8,0.6
31.0,Yes,Travel_Rarely,1079,Sales,16,4,Marketing,1,1761,1,Male,70,3,3,Sales Executive,3,Married,8161.0,19002,2,Y,No,13,3,1,80,3,10,2,3,1,0,0,0,0.9039631000746016,1,741.9090909090909,0.09090909090909091
29.0,No,Travel_Rarely,590,Research & Development,4,3,Technical Degree,1,1762,4,Female,91,2,1,Research Scientist,1,Divorced,2109.0,10007,1,Y,No,13,3,3,80,1,1,2,3,1,0,0,0,-1.052968850695145,0,1054.5,0.5
30.0,No,Travel_Rarely,305,Research & Development,16,3,Life Sciences,1,1763,3,Male,58,4,2,Healthcare Representative,3,Married,4903.5,9128,3,Y,No,16,3,3,80,1,10,3,3,7,0,1,7,-0.14935907930947792,0,445.77272727272725,0.6363636363636364
32.0,No,Non-Travel,953,Research & Development,5,4,Technical Degree,1,1764,2,Male,65,3,1,Research Scientist,2,Single,2718.0,17674,2,Y,No,14,3,2,80,0,12,3,3,7,7,0,7,-0.8560469144726109,0,209.07692307692307,0.5384615384615384
38.0,No,Travel_Rarely,833,Research & Development,18,3,Medical,1,1766,2,Male,60,1,2,Healthcare Representative,4,Married,5811.0,24539,3,Y,Yes,16,3,3,80,1,15,2,3,1,0,1,0,0.14408370742607146,0,363.1875,0.0625
43.0,Yes,Travel_Frequently,807,Research & Development,17,3,Technical Degree,1,1767,3,Male,38,2,1,Research Scientist,3,Married,2437.0,15587,9,Y,Yes,16,3,4,80,1,6,4,3,1,0,0,0,-0.9469090886573925,1,348.14285714285717,0.14285714285714285
42.0,No,Travel_Rarely,855,Research & Development,12,3,Medical,1,1768,2,Male,57,3,1,Laboratory Technician,2,Divorced,2766.0,8952,8,Y,No,22,4,2,80,3,7,6,2,5,3,0,4,-0.8405259736865984,0,345.75,0.625
33.0,No,Non-Travel,775,Research & Development,4,3,Technical Degree,1,1771,4,Male,90,3,2,Research Scientist,2,Divorced,3055.0,6194,5,Y,No,15,3,4,80,2,11,2,2,9,8,1,7,-0.7470769760374812,0,254.58333333333334,0.75
41.0,No,Travel_Rarely,548,Research & Development,9,4,Life Sciences,1,1772,3,Male,94,3,1,Laboratory Technician,1,Divorced,2289.0,20520,1,Y,No,20,4,2,80,2,5,2,3,5,3,0,4,-0.9947653227475979,0,381.5,0.8333333333333334
34.0,No,Non-Travel,1375,Sales,10,3,Life Sciences,1,1774,4,Male,87,3,2,Sales Executive,3,Divorced,4001.0,12313,1,Y,Yes,14,3,3,80,1,15,3,3,15,14,0,7,-0.44118510137981765,0,250.0625,0.9375
53.0,No,Non-Travel,661,Research & Development,1,4,Medical,1,1775,1,Female,60,2,4,Manufacturing Director,3,Married,12965.0,22308,4,Y,Yes,20,4,4,80,3,27,2,2,3,2,0,2,2.4573505904080224,0,463.0357142857143,0.10714285714285714
43.0,No,Travel_Rarely,244,Research & Development,2,3,Life Sciences,1,1778,2,Male,97,3,1,Human Resources,4,Single,3539.0,5033,0,Y,No,13,3,2,80,0,10,5,3,9,7,1,8,-0.5905741564451883,0,321.72727272727275,0.8181818181818182
34.0,No,Travel_Rarely,511,Sales,3,2,Life Sciences,1,1779,4,Female,32,1,2,Sales Executive,4,Single,6029.0,25353,5,Y,No,12,3,1,80,0,6,3,3,2,2,2,2,0.2145746468292117,0,861.2857142857143,0.2857142857142857
21.0,Yes,Travel_Rarely,337,Sales,7,1,Marketing,1,1780,2,Male,31,3,1,Sales Representative,2,Single,2679.0,4567,1,Y,No,13,3,2,80,0,1,3,3,1,0,1,0,-0.8686576788612461,1,1339.5,0.5
38.0,No,Travel_Rarely,1153,Research & Development,6,2,Other,1,1782,4,Female,40,2,1,Laboratory Technician,3,Married,3702.0,16376,1,Y,No,11,3,2,80,1,5,3,3,5,4,0,4,-0.5378676283593541,0,617.0,0.8333333333333334
22.0,Yes,Travel_Rarely,1294,Research & Development,8,1,Medical,1,1783,3,Female,79,3,1,Laboratory Technician,1,Married,2398.0,15999,1,Y,Yes,17,3,3,80,0,1,6,3,1,0,0,0,-0.9595198530460277,1,1199.0,0.5
31.0,No,Travel_Rarely,196,Sales,29,4,Marketing,1,1784,1,Female,91,2,2,Sales Executive,4,Married,5468.0,13402,1,Y,No,14,3,1,80,2,13,3,3,12,7,5,7,0.03317365139269026,0,390.57142857142856,0.8571428571428571
51.0,No,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1,1786,1,Female,53,3,3,Manager,3,Married,13116.0,22984,2,Y,No,11,3,4,80,0,15,2,3,2,2,2,2,2.5061768832973534,0,819.75,0.125
37.0,No,Travel_Rarely,589,Sales,9,2,Marketing,1,1787,2,Male,46,2,2,Sales Executive,2,Married,4189.0,8800,1,Y,No,14,3,1,80,2,5,2,3,5,2,0,3,-0.38039474996793526,0,698.1666666666666,0.8333333333333334
36.0,No,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,1,1790,4,Male,90,3,3,Healthcare Representative,1,Married,8321.0,25949,7,Y,Yes,13,3,4,80,1,15,1,3,12,8,5,7,0.95569956936131,0,520.0625,0.75
44.0,Yes,Travel_Frequently,429,Research & Development,1,2,Medical,1,1792,3,Male,99,3,1,Research Scientist,2,Divorced,2342.0,11092,1,Y,Yes,12,3,3,80,3,6,2,2,5,3,2,3,-0.9776276172963757,1,334.57142857142856,0.7142857142857143
37.0,No,Travel_Rarely,1239,Human Resources,8,2,Other,1,1794,3,Male,89,3,2,Human Resources,2,Divorced,4071.0,12832,2,Y,No,13,3,3,80,0,19,4,2,10,0,4,7,-0.4185503960668827,0,203.55,0.5
35.0,Yes,Travel_Rarely,303,Sales,27,3,Life Sciences,1,1797,3,Male,84,3,2,Sales Executive,4,Single,5813.0,13492,1,Y,Yes,18,3,4,80,0,10,2,3,10,7,7,7,0.1447304132921553,1,528.4545454545455,0.9090909090909091
33.0,No,Travel_Rarely,867,Research & Development,8,4,Life Sciences,1,1798,4,Male,90,4,1,Research Scientist,1,Married,3143.0,6076,6,Y,No,19,3,2,80,1,14,1,3,10,8,7,6,-0.7186219179297916,0,209.53333333333333,0.6666666666666666
28.0,No,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,1,1799,3,Male,82,3,1,Research Scientist,4,Married,2044.0,5531,1,Y,No,11,3,3,80,1,5,6,4,5,3,0,3,-1.0739867913428702,0,340.6666666666667,0.8333333333333334
39.0,No,Travel_Rarely,1253,Research & Development,10,1,Medical,1,1800,3,Male,65,3,3,Research Director,3,Single,13464.0,7914,7,Y,No,21,4,3,80,0,9,3,3,4,3,2,2,2.618703703995944,0,1346.4,0.4
46.0,No,Non-Travel,849,Sales,26,2,Life Sciences,1,1801,2,Male,98,2,2,Sales Executive,2,Single,7991.0,25166,8,Y,No,15,3,3,80,0,6,3,3,2,2,2,2,0.8489931014574739,0,1141.5714285714287,0.2857142857142857
40.0,No,Travel_Rarely,616,Research & Development,2,2,Life Sciences,1,1802,3,Female,99,3,1,Laboratory Technician,1,Married,3377.0,25605,4,Y,No,17,3,4,80,1,7,5,2,4,3,0,2,-0.6429573315979805,0,422.125,0.5
42.0,No,Travel_Rarely,1128,Research & Development,13,3,Medical,1,1803,2,Male,95,4,2,Healthcare Representative,1,Married,5538.0,5696,5,Y,No,18,3,3,80,2,10,2,2,0,0,0,0,0.0558083567056252,0,503.45454545454544,0.0
